occ_code,occ_title,soc10,aioe_lm,aioe_img,aioe_all,communication,responsibility,physical_condition,criticality,routine,skills,complementarity_theta,c_aioe,caioe_w50,median_theta,median_aioe_all
25-1061,"Anthropology and Archeology Teachers, Postsecondary",251061,0.71737874,0.57492119,6.6303396,84.5,39.5,35,61.666668,64.5,100,0.64194447,4.4239097,5.5271249,0.57583332,6.0017815
19-3031,"Clinical, Counseling, and School Psychologists",193031,0.72523153,0.57607287,6.6912656,66.5,30.75,28.5,69.25,60.625,100,0.59270835,4.794013,5.7426391,0.57583332,6.0017815
19-2041,"Environmental Scientists and Specialists, Including Health",192041,0.66054261,0.58632469,6.4865909,65.125,45.125,38.25,55.166668,62,95,0.60111117,4.5928664,5.5397286,0.57583332,6.0017815
39-5012,"Hairdressers, Hairstylists, and Cosmetologists",395012,0.53335929,0.54509902,5.7269611,58.5,56,46,66,67,60,0.58916664,4.1234121,4.9251866,0.57583332,6.0017815
25-1021,"Computer Science Teachers, Postsecondary",251021,0.70506531,0.57740813,6.6105442,81.5,42.5,26,58.333332,66,100,0.62388885,4.5300593,5.5703015,0.57583332,6.0017815
17-2011,Aerospace Engineers,172011,0.68164837,0.59862626,6.6380224,66.5,46.5,32,59.333332,59,80,0.57222217,4.8918543,5.7649384,0.57583332,6.0017815
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,493031,0.49545401,0.53563601,5.5791044,58,80,67,73,61.5,60,0.66583335,3.5892239,4.5841641,0.57583332,6.0017815
17-2072,"Electronics Engineers, Except Computer",172072,0.62515998,0.58317071,6.3335695,61.25,42.25,28.25,60.666668,60.5,80,0.55486113,4.7774467,5.5555081,0.57583332,6.0017815
19-3041,Sociologists,193041,0.73563004,0.56807691,6.670651,80,34.5,23,58.333332,68.5,100,0.6072222,4.6824265,5.6765389,0.57583332,6.0017815
49-9092,Commercial Divers,499092,0.49342087,0.53505373,5.5375195,57,82.5,82.5,75,58.5,60,0.6925,3.4148037,4.4761615,0.57583332,6.0017815
33-9032,Security Guards,339032,0.54985774,0.54639977,5.8584056,45.5,62.5,68.5,71,53.5,40,0.56833333,4.3401022,5.0992537,0.57583332,6.0017815
51-7031,"Model Makers, Wood",517031,0.51739079,0.54266638,5.706481,50.5,54.5,33,73.666664,60.5,60,0.5536111,4.3115635,5.0090222,0.57583332,6.0017815
47-2072,Pile-Driver Operators,472072,0.46151435,0.54339284,5.4846544,65,83.5,86.5,78,52,40,0.67500001,3.4781849,4.4814196,0.57583332,6.0017815
25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,253011,0.70931613,0.57546866,6.6426258,75,50.5,42.5,57.333332,62.5,80,0.61305553,4.6240058,5.633316,0.57583332,6.0017815
25-2011,"Preschool Teachers, Except Special Education",252011,0.61363322,0.54411995,6.0483894,60,47,64.5,60,53.5,60,0.57499999,4.440526,5.2444577,0.57583332,6.0017815
29-1065,"Pediatricians, General",291065,0.68415564,0.57415855,6.5421944,62,74.5,43.5,84.666664,65.5,100,0.71694446,3.8744328,5.2083135,0.57583332,6.0017815
11-9061,Funeral Service Managers,119061,0.6148724,0.56526947,6.2022161,68.5,71.5,61.5,73.333336,65,60,0.66638893,3.9866464,5.0944314,0.57583332,6.0017815
19-2012,Physicists,192012,0.67991549,0.60065043,6.6411767,68.5,43.5,20.5,50.333332,65,100,0.57972217,4.8443699,5.7427731,0.57583332,6.0017815
27-1022,Fashion Designers,271022,0.62951207,0.58816767,6.2960868,52.5,35,27,60.333332,67.5,60,0.50388885,5.0700989,5.6830931,0.57583332,6.0017815
29-9092,Genetic Counselors,299092,0.71252781,0.58933181,6.7231832,70,35,23.5,69.666664,58,100,0.59361112,4.810811,5.7669969,0.57583332,6.0017815
25-1071,"Health Specialties Teachers, Postsecondary",251071,0.69095969,0.5566442,6.451417,88,60.5,31,71.666664,66.5,100,0.69611108,3.9550772,5.2032471,0.57583332,6.0017815
25-1054,"Physics Teachers, Postsecondary",251054,0.69220287,0.56352437,6.5052538,85,43,26.5,62.666668,69,100,0.64361113,4.3296075,5.4174309,0.57583332,6.0017815
49-3051,Motorboat Mechanics and Service Technicians,493051,0.50577217,0.53682482,5.6350484,49.5,61,78,79,56.5,60,0.63999999,3.7707868,4.7029176,0.57583332,6.0017815
29-1199,"Health Diagnosing and Treating Practitioners, All Other",291199,0.64415485,0.57164019,6.3521848,60.5,57.166664,43.5,73.666664,62,100,0.66138887,4.1148043,5.2334943,0.57583332,6.0017815
39-9011,Childcare Workers,399011,0.57171184,0.5393371,5.8654618,54,56.25,61.75,69,60,40,0.56833333,4.3453298,5.1053958,0.57583332,6.0017815
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,474071,0.47816148,0.53151858,5.4888997,57.5,68.5,88,67.333336,55.5,20,0.59472221,3.921514,4.7052069,0.57583332,6.0017815
21-1091,Health Educators,211091,0.66894329,0.55712372,6.3463478,81,60.5,40.5,64.666664,60.5,80,0.64527774,4.2132702,5.279809,0.57583332,6.0017815
39-9041,Residential Advisors,399041,0.646873,0.54994923,6.2485132,66,75,54.5,65.666664,59.5,60,0.63444442,4.216011,5.2322621,0.57583332,6.0017815
25-1064,"Geography Teachers, Postsecondary",251064,0.72544724,0.56782794,6.6290798,89.5,38.5,33,56.333332,67,100,0.6405555,4.4322767,5.5306783,0.57583332,6.0017815
29-1071,Physician Assistants,291071,0.58949357,0.55638754,6.0766134,64.5,73,46.5,80.666664,63.5,100,0.71361107,3.6189611,4.8477874,0.57583332,6.0017815
25-1041,"Agricultural Sciences Teachers, Postsecondary",251041,0.68484455,0.54762268,6.3747501,92.5,49,38.5,62.666668,71,100,0.68944448,3.9505742,5.162662,0.57583332,6.0017815
25-1113,"Social Work Teachers, Postsecondary",251113,0.73488474,0.56395984,6.6418939,81,38,28,61.666668,67,100,0.62611115,4.5367823,5.5893383,0.57583332,6.0017815
29-1127,Speech-Language Pathologists,291127,0.70103562,0.56085551,6.5512652,63.5,45,52,75.333336,67,100,0.67138892,4.1782513,5.364758,0.57583332,6.0017815
39-3092,Costume Attendants,393092,0.56072384,0.54656458,5.830225,56,57,44,57.666668,61,40,0.52611113,4.5653901,5.1978073,0.57583332,6.0017815
21-1011,Substance Abuse and Behavioral Disorder Counselors,211011,0.68910038,0.56728852,6.4992361,78.5,72,31.5,52,58,100,0.65333331,4.2624159,5.380826,0.57583332,6.0017815
29-9099,"Healthcare Practitioners and Technical Workers, All Other",299099,0.609896,0.55158043,6.1380534,60.25,66,49,76.166664,60.5,80,0.65319443,4.0263925,5.0822229,0.57583332,6.0017815
47-2022,Stonemasons,472022,0.45909816,0.51287931,5.2616434,44,68.5,86,54.333332,59,60,0.61972219,3.6276109,4.4446273,0.57583332,6.0017815
25-1052,"Chemistry Teachers, Postsecondary",251052,0.7101593,0.57572097,6.6358628,90,76.5,19.5,66.333336,68,100,0.70055556,4.03866,5.3372612,0.57583332,6.0017815
25-1051,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",251051,0.71631813,0.56909174,6.6233358,85.5,53,42,62,67.5,100,0.68333334,4.1451044,5.3842201,0.57583332,6.0017815
25-2051,"Special Education Teachers, Preschool",252051,0.64208597,0.54726738,6.2036381,58.5,56,66.5,65,54.5,100,0.66750002,3.9806676,5.0921531,0.57583332,6.0017815
21-2021,"Directors, Religious Activities and Education",212021,0.70203638,0.57437533,6.5804086,74.5,63.5,34,67.666664,67.5,80,0.64527774,4.3686604,5.4745345,0.57583332,6.0017815
49-3023,Automotive Service Technicians and Mechanics,493023,0.49778596,0.5369736,5.602859,53.5,48.5,51,79.333336,61.5,60,0.58972222,4.0309458,4.8169026,0.57583332,6.0017815
15-2021,Mathematicians,152021,0.68587542,0.60355103,6.6982346,63.5,29.5,19.5,53.666668,66,100,0.55361116,5.0608878,5.8795614,0.57583332,6.0017815
49-2092,"Electric Motor, Power Tool, and Related Repairers",492092,0.50216031,0.5471462,5.6691823,53,59.5,50.5,75,58.5,60,0.5941667,4.0534654,4.8613238,0.57583332,6.0017815
45-4011,Forest and Conservation Workers,454011,0.50045592,0.53206915,5.554884,68,78,74,67,62,60,0.68166667,3.4856896,4.520287,0.57583332,6.0017815
25-1081,"Education Teachers, Postsecondary",251081,0.72503299,0.55605513,6.5723248,84.5,50,21.5,70.666664,68.5,100,0.65861112,4.2756624,5.4239936,0.57583332,6.0017815
51-6042,Shoe Machine Operators and Tenders,516042,0.4959662,0.53251684,5.5703673,35,46,32,39.333332,41,40,0.38888887,5.1262856,5.3483262,0.57583332,6.0017815
53-5011,Sailors and Marine Oilers,535011,0.47740665,0.53963488,5.516211,55,82.5,84.5,66.333336,55.5,40,0.63972223,3.6927967,4.6045041,0.57583332,6.0017815
47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",473014,0.43958187,0.50052822,5.1128578,59.5,62.5,67.5,57.333332,52,20,0.53138888,3.9766672,4.5447626,0.57583332,6.0017815
25-1112,"Law Teachers, Postsecondary",251112,0.74028569,0.56178248,6.6460061,83,33.5,22.5,66.666664,71,100,0.62777776,4.5285149,5.5872607,0.57583332,6.0017815
47-5081,Helpers--Extraction Workers,475081,0.45146117,0.52503669,5.3389955,66.5,74,86,75.666664,60,40,0.67027777,3.4110248,4.37501,0.57583332,6.0017815
19-4061,Social Science Research Assistants,194061,0.68242651,0.58715957,6.5787773,64.25,34.5,32.25,44.833332,60,90,0.54305553,5.0400743,5.8094258,0.57583332,6.0017815
49-9051,Electrical Power-Line Installers and Repairers,499051,0.49026713,0.53870475,5.5471339,57,91,89.5,84.333336,59.5,40,0.70222223,3.3668022,4.4569678,0.57583332,6.0017815
47-2053,Terrazzo Workers and Finishers,472053,0.44182092,0.5158655,5.2340097,48,69,45.5,54,51.5,40,0.51333332,4.1653996,4.6997046,0.57583332,6.0017815
47-2132,"Insulation Workers, Mechanical",472132,0.49361396,0.51883543,5.4627452,61.5,68,62,72,61.5,40,0.60833335,3.8284738,4.6456094,0.57583332,6.0017815
45-4021,Fallers,454021,0.43270811,0.51681107,5.2252913,38.5,53,53,79.666664,67.5,20,0.51944441,4.1265287,4.67591,0.57583332,6.0017815
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers",491011,0.57626718,0.55654377,6.0253315,61,83,58,66,66.5,60,0.65750003,3.9265075,4.9759197,0.57583332,6.0017815
21-1012,"Educational, Guidance, School, and Vocational Counselors",211012,0.6884563,0.56593657,6.4735827,82,41,44.5,68,63.5,100,0.66500002,4.1700659,5.3218246,0.57583332,6.0017815
25-3099,"Teachers and Instructors, All Other",253099,0.71325839,0.56854445,6.6319785,63,34,44,48.666668,65,60,0.52444446,5.2042608,5.9181199,0.57583332,6.0017815
27-1026,Merchandise Displayers and Window Trimmers,271026,0.52314824,0.53295124,5.5831876,55,41.5,42.5,58,57,60,0.52333331,4.387455,4.9853215,0.57583332,6.0017815
31-2012,Occupational Therapy Aides,312012,0.55546325,0.51417536,5.6859512,58.5,73,57,65,56,60,0.61583334,3.9422596,4.8141055,0.57583332,6.0017815
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines",493042,0.47830465,0.53695792,5.5072799,56,63.5,67.5,77.666664,57.5,60,0.63694441,3.702116,4.6046982,0.57583332,6.0017815
49-9063,Musical Instrument Repairers and Tuners,499063,0.53603381,0.53816497,5.7953968,58,43.5,28.5,67.333336,64.5,60,0.53638893,4.4785538,5.1369753,0.57583332,6.0017815
47-2231,Solar Photovoltaic Installers,472231,0.49728629,0.54756016,5.6089907,51,51,75,73,49.5,40,0.56583333,4.1693497,4.8891702,0.57583332,6.0017815
49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers",492021,0.52242821,0.55184335,5.7560253,53,61,67.5,67,56.5,60,0.60833335,4.0340142,4.89502,0.57583332,6.0017815
39-4031,"Morticians, Undertakers, and Funeral Directors",394031,0.57625771,0.5449121,5.9487667,70.5,70,68,76.333336,69.5,60,0.69055557,3.6799731,4.8143697,0.57583332,6.0017815
39-3011,Gaming Dealers,393011,0.58864188,0.5469808,6.0618877,66,36,44,51.333332,43,40,0.46722218,5.1037731,5.5828304,0.57583332,6.0017815
35-2013,"Cooks, Private Household",352013,0.53131384,0.53591728,5.6799507,46,36,18.5,60,68.5,60,0.48166665,4.7001591,5.1900549,0.57583332,6.0017815
39-9031,Fitness Trainers and Aerobics Instructors,399031,0.47843623,0.47071221,5.0826087,71,51.5,57,52.666668,62.5,60,0.59111112,3.6495953,4.3661022,0.57583332,6.0017815
31-2021,Physical Therapist Assistants,312021,0.56488276,0.52910852,5.7952948,67.5,43.5,50.5,80.666664,67,60,0.61527777,4.0212908,4.9082928,0.57583332,6.0017815
39-7011,Tour Guides and Escorts,397011,0.64901292,0.5403834,6.1955423,87,37,61.5,55.333332,60,60,0.60138887,4.3850675,5.2903047,0.57583332,6.0017815
27-2022,Coaches and Scouts,272022,0.61334181,0.55687404,6.0872579,78,56.5,65.5,64.666664,63,80,0.67944443,3.8332818,4.9602699,0.57583332,6.0017815
41-9011,Demonstrators and Product Promoters,419011,0.61465472,0.5462774,6.0902772,66,40,37.5,58.333332,56.5,40,0.49722219,4.9449668,5.517622,0.57583332,6.0017815
49-2098,Security and Fire Alarm Systems Installers,492098,0.52742457,0.54343581,5.7223649,62.5,71.5,62,82,66,60,0.67333335,3.6384702,4.6804175,0.57583332,6.0017815
49-3043,Rail Car Repairers,493043,0.4589389,0.52830613,5.3818407,55.5,55.5,73.5,64.666664,57.5,40,0.57777774,3.9362187,4.6590295,0.57583332,6.0017815
33-9091,Crossing Guards,339091,0.55205274,0.52615643,5.7776713,36.5,37.5,89,79.666664,58,40,0.56777775,4.2835016,5.0305862,0.57583332,6.0017815
25-4013,Museum Technicians and Conservators,254013,0.57657099,0.56082416,5.9934659,59.5,51,39,66,65.5,80,0.60166669,4.2403769,5.1169214,0.57583332,6.0017815
37-3013,Tree Trimmers and Pruners,373013,0.45073751,0.5114038,5.2561102,52.5,74,78.5,80.666664,65.5,40,0.6519444,3.4544327,4.3552713,0.57583332,6.0017815
25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",251062,0.7288903,0.56653911,6.6244822,89.5,42,25,63.666668,68.5,100,0.6477778,4.3813586,5.5029206,0.57583332,6.0017815
25-1043,"Forestry and Conservation Science Teachers, Postsecondary",251043,0.71983296,0.56610209,6.6026559,88.5,64,58,65.333336,69,100,0.74138892,3.748841,5.1757483,0.57583332,6.0017815
47-2121,Glaziers,472121,0.47759408,0.52241188,5.4085255,64,74.5,82,77.666664,61.5,40,0.66611111,3.4779823,4.443254,0.57583332,6.0017815
27-2023,"Umpires, Referees, and Other Sports Officials",272023,0.57359487,0.55908442,6.0199022,55,41,66,58.333332,47.5,40,0.5130555,4.7925115,5.4062066,0.57583332,6.0017815
27-1012,Craft Artists,271012,0.50752538,0.54904419,5.6155901,45.5,32,31.5,51.666668,62,60,0.47111115,4.7061763,5.1608834,0.57583332,6.0017815
25-4012,Curators,254012,0.64218867,0.58781362,6.3666353,68.5,57.5,35,61.333332,70,100,0.65388888,4.1719146,5.2692752,0.57583332,6.0017815
21-1013,Marriage and Family Therapists,211013,0.71214491,0.57685763,6.6509571,58.5,28.5,26,70.333336,66.5,100,0.58305556,4.8293338,5.7401457,0.57583332,6.0017815
25-3021,Self-Enrichment Education Teachers,253021,0.65664822,0.55397129,6.2718353,66.5,40.5,47,59,66.5,60,0.56583333,4.6620641,5.4669499,0.57583332,6.0017815
25-2031,"Secondary School Teachers, Except Special and Career/Technical Education",252031,0.69291961,0.57880723,6.5715752,88.5,45.5,46,66,66.5,80,0.65416664,4.3043818,5.4379787,0.57583332,6.0017815
47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",473015,0.46090958,0.51144218,5.2778182,41.5,50,77,60.333332,45.5,40,0.52388883,4.1445537,4.7111859,0.57583332,6.0017815
25-1082,"Library Science Teachers, Postsecondary",251082,0.7252624,0.57199734,6.6594577,68,38.5,23.5,61,74,100,0.60833335,4.66717,5.6633139,0.57583332,6.0017815
47-3013,Helpers--Electricians,473013,0.46235257,0.52881974,5.3553391,56.5,60.5,68.5,69.666664,48,40,0.57194442,3.9480751,4.6517072,0.57583332,6.0017815
25-1067,"Sociology Teachers, Postsecondary",251067,0.73759532,0.56149775,6.6427512,85.5,33.5,25,62.333332,72,100,0.63055551,4.5078449,5.5752983,0.57583332,6.0017815
25-1125,"History Teachers, Postsecondary",251125,0.74126786,0.56727028,6.6825352,83.5,21,18,64.666664,73.5,100,0.60111111,4.731606,5.7070708,0.57583332,6.0017815
25-1042,"Biological Science Teachers, Postsecondary",251042,0.71380436,0.56829017,6.5879612,95.5,65,34.5,70,71.5,100,0.72750002,3.8319974,5.2099791,0.57583332,6.0017815
39-2011,Animal Trainers,392011,0.52361739,0.52876729,5.6213384,67.5,61.5,71,69,69,40,0.63,3.8178258,4.7195821,0.57583332,6.0017815
27-2011,Actors,272011,0.63555866,0.54447162,6.1062918,87,49,57,50.333332,48.5,40,0.55305552,4.6170354,5.3616633,0.57583332,6.0017815
47-2221,Structural Iron and Steel Workers,472221,0.44045186,0.5174315,5.2322063,57.5,79.5,91,67.333336,57,40,0.65388888,3.4285486,4.3303776,0.57583332,6.0017815
19-3051,Urban and Regional Planners,193051,0.67810631,0.59684998,6.5878882,77,40.5,38,47.333332,64,100,0.61138886,4.5968823,5.5923853,0.57583332,6.0017815
51-2041,Structural Metal Fabricators and Fitters,512041,0.49381176,0.53050339,5.5494289,53,80,55,71,68,60,0.64499998,3.685746,4.6175876,0.57583332,6.0017815
29-1125,Recreational Therapists,291125,0.62037081,0.5489406,6.1202607,72.333328,45.5,52.666668,61.333332,67.333328,86.666664,0.6430555,4.0767741,5.0985174,0.57583332,6.0017815
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,493053,0.50374848,0.53891653,5.6315413,36.5,38.5,59,68,59.5,40,0.5025,4.5427766,5.0871592,0.57583332,6.0017815
23-1022,"Arbitrators, Mediators, and Conciliators",231022,0.7270484,0.57529002,6.6798773,44.5,16.5,33,66,70.5,100,0.55083334,5.0655737,5.8727255,0.57583332,6.0017815
27-2041,Music Directors and Composers,272041,0.67435807,0.55546802,6.433228,77.5,49.5,35,62,70,80,0.62333333,4.4121222,5.4226751,0.57583332,6.0017815
25-1124,"Foreign Language and Literature Teachers, Postsecondary",251124,0.74131322,0.55291289,6.6359406,80,22.5,26,56.333332,68.5,100,0.58888888,4.7797208,5.7078304,0.57583332,6.0017815
47-2152,"Plumbers, Pipefitters, and Steamfitters",472152,0.49021322,0.53568161,5.5291848,49,73.5,72,73.666664,64,60,0.65361112,3.6246877,4.5769362,0.57583332,6.0017815
45-2021,Animal Breeders,452021,0.50549257,0.52767676,5.5638599,31,41,57,73.333336,72.5,40,0.52472222,4.3645391,4.9641995,0.57583332,6.0017815
51-7021,Furniture Finishers,517021,0.48006761,0.54004472,5.494698,45.5,63.5,31,56,51,40,0.47833332,4.5651784,5.0299382,0.57583332,6.0017815
47-2061,Construction Laborers,472061,0.46578655,0.51090866,5.30301,52.5,60,78,67,53.5,40,0.58499998,3.8402631,4.5716367,0.57583332,6.0017815
27-3043,Writers and Authors,273043,0.68620902,0.58482736,6.4864664,54,27.5,32.833332,54.444443,63.833332,80,0.52101845,5.1122971,5.7993817,0.57583332,6.0017815
25-2032,"Career/Technical Education Teachers, Secondary School",252032,0.62219375,0.55982774,6.2029142,95,64.5,48.5,63,67.5,80,0.69749999,3.794116,4.9985151,0.57583332,6.0017815
25-2023,"Career/Technical Education Teachers, Middle School",252023,0.64142704,0.55842602,6.2689357,77,56.5,49.5,72.666664,67,80,0.67111111,3.9999292,5.1344323,0.57583332,6.0017815
25-1032,"Engineering Teachers, Postsecondary",251032,0.7005139,0.58464926,6.6436095,87,54.5,20.5,61,72,100,0.65833336,4.3238826,5.4837461,0.57583332,6.0017815
49-3041,Farm Equipment Mechanics and Service Technicians,493041,0.48002437,0.52888489,5.4905047,53,56.5,64,69,64,60,0.61083335,3.8342025,4.6623535,0.57583332,6.0017815
41-9012,Models,419012,0.54295629,0.50911349,5.5288229,51.5,14.5,34.5,49.333332,48.5,40,0.39722222,5.0419793,5.2854013,0.57583332,6.0017815
25-1191,Graduate Teaching Assistants,251191,0.70387256,0.56485021,6.5355287,81.5,32.5,32,52.666668,67.5,100,0.61027783,4.5676079,5.5515685,0.57583332,6.0017815
31-9011,Massage Therapists,319011,0.52768123,0.48660633,5.39891,52,30.5,44,71,72.5,60,0.55000001,4.0986724,4.7487912,0.57583332,6.0017815
29-1123,Physical Therapists,291123,0.58101469,0.5326196,5.8731227,62,78,53.5,84.333336,70,100,0.74638891,3.3052628,4.5891929,0.57583332,6.0017815
47-2073,Operating Engineers and Other Construction Equipment Operators,472073,0.48557785,0.55322015,5.6372356,59.5,83.5,85,89.333336,67,40,0.70722222,3.3933027,4.5152693,0.57583332,6.0017815
19-3091,Anthropologists and Archeologists,193091,0.64929014,0.57696086,6.3485603,67.5,49.5,53,52,67.5,100,0.64916664,4.1900501,5.2693052,0.57583332,6.0017815
25-1121,"Art, Drama, and Music Teachers, Postsecondary",251121,0.6722827,0.56859332,6.3763766,84.5,46,41,54.333332,70.5,100,0.66055554,4.1357889,5.2560825,0.57583332,6.0017815
47-2041,Carpet Installers,472041,0.46498415,0.51844448,5.329339,51,64,43,73.666664,68.5,40,0.56694442,3.955554,4.6424465,0.57583332,6.0017815
25-2059,"Special Education Teachers, All Other",252059,0.56583762,0.51865995,5.7355976,76.5,64.5,73,62,72.5,100,0.7475,3.221494,4.4785457,0.57583332,6.0017815
49-9061,Camera and Photographic Equipment Repairers,499061,0.55525374,0.58640248,6.0592098,44,18.5,21,66.666664,71,60,0.46861109,5.0931025,5.5761561,0.57583332,6.0017815
29-1122,Occupational Therapists,291122,0.60879266,0.55224985,6.0842323,63.5,48.75,67,71,73.75,100,0.70666665,3.66575,4.8749914,0.57583332,6.0017815
25-1065,"Political Science Teachers, Postsecondary",251065,0.73751897,0.56324273,6.651391,83.5,26.5,23,62,75.5,100,0.61750001,4.6005454,5.6259685,0.57583332,6.0017815
25-9031,Instructional Coordinators,259031,0.69936442,0.5875324,6.6204786,82.5,55,37.5,51,68,100,0.6566667,4.3198624,5.4701705,0.57583332,6.0017815
49-3092,Recreational Vehicle Service Technicians,493092,0.51162326,0.53413588,5.6178994,49,53,69.5,62.333332,60.5,40,0.55722219,4.2243485,4.921124,0.57583332,6.0017815
27-2032,Choreographers,272032,0.5102039,0.49723521,5.3242941,75.5,77.5,58.5,55.666668,66.5,80,0.68944442,3.2995834,4.3119388,0.57583332,6.0017815
51-6093,Upholsterers,516093,0.46576968,0.54101777,5.4424071,41.5,50,33.5,47.666668,63,40,0.45944449,4.6245341,5.0334706,0.57583332,6.0017815
47-2111,Electricians,472111,0.50760525,0.55082136,5.6831303,60.5,86.5,64,76.333336,70.5,60,0.6963889,3.4824958,4.5828133,0.57583332,6.0017815
47-2044,Tile and Marble Setters,472044,0.48365155,0.53333408,5.4822111,49,60,46,60.333332,66,40,0.53555554,4.2410994,4.8616552,0.57583332,6.0017815
39-2021,Nonfarm Animal Caretakers,392021,0.54085529,0.51274621,5.6338401,64.5,52.5,71,68,67,40,0.60500002,3.9671624,4.8005013,0.57583332,6.0017815
39-5091,"Makeup Artists, Theatrical and Performance",395091,0.54347581,0.56289345,5.8274064,61,55.5,72.5,45.666668,71,60,0.6094445,4.0775657,4.952486,0.57583332,6.0017815
49-3022,Automotive Glass Installers and Repairers,493022,0.48034519,0.53820115,5.4926438,49.5,45,72,59,58.5,40,0.54000002,4.2247586,4.8587012,0.57583332,6.0017815
49-3091,Bicycle Repairers,493091,0.51563603,0.53366929,5.61871,54,44,41,86.666664,76,40,0.56944442,4.1562848,4.8874974,0.57583332,6.0017815
49-3052,Motorcycle Mechanics,493052,0.52907413,0.52863443,5.6903286,53,63,55.5,89,74,60,0.65750003,3.7081974,4.6992631,0.57583332,6.0017815
39-5092,Manicurists and Pedicurists,395092,0.57926768,0.56191659,6.0496855,37,56,45,38.666668,64,40,0.46777782,5.090138,5.5699115,0.57583332,6.0017815
27-2042,Musicians and Singers,272042,0.61091501,0.52743232,6.0290318,44.5,22.5,49,47,50,80,0.48833334,4.9488301,5.4889312,0.57583332,6.0017815
49-9095,Manufactured Building and Mobile Home Installers,499095,0.46280554,0.53171182,5.3971844,35,72,79.5,74.333336,74.5,40,0.62555557,3.6895752,4.5433798,0.57583332,6.0017815
49-9064,Watch Repairers,499064,0.53303945,0.57552117,5.9388394,44,13,33,62,81,60,0.48833334,4.8747973,5.4068184,0.57583332,6.0017815
